Date,Document,Supplier Name,Payment Ref #Invoice number,Description,Debit (Amount Owed),Credit (Payments/Credit Notes Applied)
12/10/2024,Payment,Engen,PAY_PINV2205,Payment for PINV2205,,24400.0
12/10/2024,Invoice,Total,PINV2249,Gasoline Delivery,32250.0,
12/10/2024,Payment,Engen,PAY_PINV2249,Payment for PINV2249,,32250.0
12/10/2024,Invoice,Total,PINV2292,Diesel Delivery,25800.0,
12/10/2024,Payment,Engen,PAY_PINV2292,Payment for PINV2292,,25800.0
12/10/2024,Invoice,Total,PINV2144,Gasoline Delivery,17100.0,
12/10/2024,Payment,Engen,PAY_PINV2144,Payment for PINV2144,,17100.0
12/10/2024,Invoice,Total,PINV2317,Diesel Delivery,18300.0,
12/10/2024,Payment,Engen,PAY_PINV2317,Payment for PINV2317,,18300.0
12/10/2024,Invoice,Total,PINV2367,Diesel Delivery,31500.0,
12/10/2024,Payment,Engen,PAY_PINV2367,Payment for PINV2367,,31500.0
12/11/2024,Invoice,Total,PINV2025,Diesel Delivery,22600.0,
12/11/2024,Payment,Engen,PAY_PINV2025,Payment for PINV2025,,22600.0
12/11/2024,Invoice,Total,PINV2356,Diesel Delivery,22400.0,
12/11/2024,Payment,Engen,PAY_PINV2356,Payment for PINV2356,,22400.0
12/11/2024,Invoice,Total,PINV2268,Diesel Delivery,19050.0,
12/11/2024,Payment,Engen,PAY_PINV2268,Payment for PINV2268,,19050.0
12/11/2024,Invoice,Total,PINV2076,Gasoline Delivery,18450.0,
12/11/2024,Payment,Engen,PAY_PINV2076,Payment for PINV2076,,18450.0
12/11/2024,Invoice,Total,PINV2247,Gasoline Delivery,35700.0,
12/11/2024,Payment,Engen,PAY_PINV2247,Payment for PINV2247,,35700.0
12/12/2024,Invoice,Total,PINV2060,Diesel Delivery,21400.0,
12/12/2024,Payment,Engen,PAY_PINV2060,Payment for PINV2060,,21400.0
12/12/2024,Invoice,Total,PINV2120,Gasoline Delivery,34200.0,
12/12/2024,Payment,Engen,PAY_PINV2120,Payment for PINV2120,,34200.0
12/12/2024,Invoice,Total,PINV2118,Diesel Delivery,36300.0,
12/12/2024,Payment,Engen,PAY_PINV2118,Payment for PINV2118,,36300.0
12/12/2024,Invoice,Total,PINV2306,Diesel Delivery,30250.0,
12/12/2024,Payment,Engen,PAY_PINV2306,Payment for PINV2306,,30250.0
12/12/2024,Invoice,Total,PINV2204,Gasoline Delivery,26400.0,
12/12/2024,Payment,Engen,PAY_PINV2204,Payment for PINV2204,,26400.0
12/12/2024,Invoice,Total,PINV2231,Gasoline Delivery,18300.0,
12/12/2024,Payment,Engen,PAY_PINV2231,Payment for PINV2231,,18300.0
12/12/2024,Invoice,Total,PINV2496,Gasoline Delivery,17400.0,
12/12/2024,Payment,Engen,PAY_PINV2496,Payment for PINV2496,,17400.0
12/12/2024,Invoice,Total,PINV2500,Gasoline Delivery,36000.0,
12/12/2024,Payment,Engen,PAY_PINV2500,Payment for PINV2500,,36000.0
12/12/2024,Invoice,Total,PINV2528,Gasoline Delivery,36000.0,
12/12/2024,Payment,Engen,PAY_PINV2528,Payment for PINV2528,,36000.0
12/13/2024,Invoice,Total,PINV2258,Diesel Delivery,23800.0,
12/13/2024,Payment,Engen,PAY_PINV2258,Payment for PINV2258,,23800.0
12/13/2024,Invoice,Total,PINV2392,Gasoline Delivery,33600.0,
12/13/2024,Payment,Engen,PAY_PINV2392,Payment for PINV2392,,33600.0
12/13/2024,Invoice,Total,PINV2319,Diesel Delivery,37800.0,
12/13/2024,Payment,Engen,PAY_PINV2319,Payment for PINV2319,,37800.0
12/14/2024,Invoice,Total,PINV2181,Diesel Delivery,26500.0,
12/14/2024,Payment,Engen,PAY_PINV2181,Payment for PINV2181,,26500.0
12/15/2024,Invoice,Total,PINV2387,Gasoline Delivery,26800.0,
12/15/2024,Payment,Engen,PAY_PINV2387,Payment for PINV2387,,26800.0
12/15/2024,Invoice,Total,PINV2460,Diesel Delivery,18000.0,
12/15/2024,Payment,Engen,PAY_PINV2460,Payment for PINV2460,,18000.0
12/15/2024,Invoice,Total,PINV2371,Diesel Delivery,18750.0,
12/15/2024,Payment,Engen,PAY_PINV2371,Payment for PINV2371,,18750.0
12/15/2024,Invoice,Total,PINV2045,Diesel Delivery,25200.0,
12/15/2024,Payment,Engen,PAY_PINV2045,Payment for PINV2045,,25200.0
12/15/2024,Invoice,Total,PINV2178,Gasoline Delivery,29250.0,
12/15/2024,Payment,Engen,PAY_PINV2178,Payment for PINV2178,,29250.0
12/16/2024,Invoice,Total,PINV2329,Gasoline Delivery,36600.0,
12/16/2024,Payment,Engen,PAY_PINV2329,Payment for PINV2329,,36600.0
12/16/2024,Invoice,Total,PINV2010,Diesel Delivery,25800.0,
12/16/2024,Payment,Engen,PAY_PINV2010,Payment for PINV2010,,25800.0
12/16/2024,Invoice,Total,PINV2185,Gasoline Delivery,19200.0,
12/16/2024,Payment,Engen,PAY_PINV2185,Payment for PINV2185,,19200.0
12/16/2024,Invoice,Total,PINV2383,Gasoline Delivery,39900.0,
12/16/2024,Payment,Engen,PAY_PINV2383,Payment for PINV2383,,39900.0
12/16/2024,Invoice,Total,PINV2448,Diesel Delivery,27000.0,
12/16/2024,Payment,Engen,PAY_PINV2448,Payment for PINV2448,,27000.0
12/16/2024,Invoice,Total,PINV2102,Diesel Delivery,19350.0,
12/16/2024,Payment,Engen,PAY_PINV2102,Payment for PINV2102,,19350.0
12/16/2024,Invoice,Total,PINV2449,Gasoline Delivery,18900.0,
12/16/2024,Payment,Engen,PAY_PINV2449,Payment for PINV2449,,18900.0
12/16/2024,Invoice,Total,PINV2200,Gasoline Delivery,36900.0,
12/16/2024,Payment,Engen,PAY_PINV2200,Payment for PINV2200,,36900.0
12/16/2024,Invoice,Total,PINV2144,Diesel Delivery,24200.0,
12/16/2024,Payment,Engen,PAY_PINV2144,Payment for PINV2144,,24200.0
12/16/2024,Invoice,Total,PINV2498,Gasoline Delivery,19200.0,
12/16/2024,Payment,Engen,PAY_PINV2498,Payment for PINV2498,,19200.0
12/17/2024,Invoice,Total,PINV2279,Diesel Delivery,17550.0,
12/17/2024,Payment,Engen,PAY_PINV2279,Payment for PINV2279,,17550.0
12/17/2024,Invoice,Total,PINV2385,Diesel Delivery,17700.0,
12/17/2024,Payment,Engen,PAY_PINV2385,Payment for PINV2385,,17700.0
12/17/2024,Invoice,Total,PINV2440,Diesel Delivery,36600.0,
12/17/2024,Payment,Engen,PAY_PINV2440,Payment for PINV2440,,36600.0
12/17/2024,Invoice,Total,PINV2356,Gasoline Delivery,18450.0,
12/17/2024,Payment,Engen,PAY_PINV2356,Payment for PINV2356,,18450.0
12/17/2024,Invoice,Total,PINV2073,Gasoline Delivery,30750.0,
12/17/2024,Payment,Engen,PAY_PINV2073,Payment for PINV2073,,30750.0
12/17/2024,Invoice,Total,PINV2000,Diesel Delivery,25800.0,
12/17/2024,Payment,Engen,PAY_PINV2000,Payment for PINV2000,,25800.0
12/17/2024,Invoice,Total,PINV2454,Gasoline Delivery,18600.0,
12/17/2024,Payment,Engen,PAY_PINV2454,Payment for PINV2454,,18600.0
12/17/2024,Invoice,Total,PINV2400,Gasoline Delivery,25200.0,
12/17/2024,Payment,Engen,PAY_PINV2400,Payment for PINV2400,,25200.0
12/18/2024,Invoice,Total,PINV2546,Gasoline Delivery,39300.0,
12/18/2024,Payment,Engen,PAY_PINV2546,Payment for PINV2546,,39300.0
12/18/2024,Invoice,Total,PINV2443,Gasoline Delivery,37500.0,
12/18/2024,Payment,Engen,PAY_PINV2443,Payment for PINV2443,,37500.0
12/18/2024,Invoice,Total,PINV2150,Diesel Delivery,33900.0,
12/18/2024,Payment,Engen,PAY_PINV2150,Payment for PINV2150,,33900.0
12/19/2024,Invoice,Total,PINV2209,Diesel Delivery,33600.0,
12/19/2024,Payment,Engen,PAY_PINV2209,Payment for PINV2209,,33600.0
12/19/2024,Invoice,Total,PINV2048,Gasoline Delivery,23400.0,
12/19/2024,Payment,Engen,PAY_PINV2048,Payment for PINV2048,,23400.0
12/19/2024,Invoice,Total,PINV2281,Diesel Delivery,24000.0,
12/19/2024,Payment,Engen,PAY_PINV2281,Payment for PINV2281,,24000.0
12/19/2024,Invoice,Total,PINV2414,Gasoline Delivery,33500.0,
12/19/2024,Payment,Engen,PAY_PINV2414,Payment for PINV2414,,33500.0
12/19/2024,Invoice,Total,PINV2202,Gasoline Delivery,33000.0,
12/19/2024,Payment,Engen,PAY_PINV2202,Payment for PINV2202,,33000.0
12/20/2024,Invoice,Total,PINV2195,Diesel Delivery,31500.0,
12/20/2024,Payment,Engen,PAY_PINV2195,Payment for PINV2195,,31500.0
12/20/2024,Invoice,Total,PINV2453,Diesel Delivery,27250.0,
12/20/2024,Payment,Engen,PAY_PINV2453,Payment for PINV2453,,27250.0
12/20/2024,Invoice,Total,PINV2558,Gasoline Delivery,26800.0,
12/20/2024,Payment,Engen,PAY_PINV2558,Payment for PINV2558,,26800.0
12/20/2024,Invoice,Total,PINV2222,Diesel Delivery,36900.0,
12/20/2024,Payment,Engen,PAY_PINV2222,Payment for PINV2222,,36900.0
12/20/2024,Invoice,Total,PINV2098,Diesel Delivery,15900.0,
12/20/2024,Payment,Engen,PAY_PINV2098,Payment for PINV2098,,15900.0
12/20/2024,Invoice,Total,PINV2444,Diesel Delivery,21800.0,
12/20/2024,Payment,Engen,PAY_PINV2444,Payment for PINV2444,,21800.0
12/21/2024,Invoice,Total,PINV2252,Gasoline Delivery,23800.0,
12/21/2024,Payment,Engen,PAY_PINV2252,Payment for PINV2252,,23800.0
12/21/2024,Invoice,Total,PINV2470,Gasoline Delivery,31500.0,
12/21/2024,Payment,Engen,PAY_PINV2470,Payment for PINV2470,,31500.0
12/21/2024,Invoice,Total,PINV2053,Gasoline Delivery,29500.0,
12/21/2024,Payment,Engen,PAY_PINV2053,Payment for PINV2053,,29500.0
12/21/2024,Invoice,Total,PINV2153,Gasoline Delivery,36600.0,
12/21/2024,Payment,Engen,PAY_PINV2153,Payment for PINV2153,,36600.0
12/21/2024,Invoice,Total,PINV2021,Diesel Delivery,29500.0,
12/21/2024,Payment,Engen,PAY_PINV2021,Payment for PINV2021,,29500.0
12/21/2024,Invoice,Total,PINV2149,Gasoline Delivery,30500.0,
12/21/2024,Payment,Engen,PAY_PINV2149,Payment for PINV2149,,30500.0
12/21/2024,Invoice,Total,PINV2048,Diesel Delivery,21600.0,
12/21/2024,Payment,Engen,PAY_PINV2048,Payment for PINV2048,,21600.0
12/21/2024,Invoice,Total,PINV2070,Diesel Delivery,36900.0,
12/21/2024,Payment,Engen,PAY_PINV2070,Payment for PINV2070,,36900.0
12/21/2024,Invoice,Total,PINV2419,Diesel Delivery,23800.0,
12/21/2024,Payment,Engen,PAY_PINV2419,Payment for PINV2419,,23800.0
12/22/2024,Invoice,Total,PINV2102,Gasoline Delivery,23600.0,
12/22/2024,Payment,Engen,PAY_PINV2102,Payment for PINV2102,,23600.0
12/22/2024,Invoice,Total,PINV2115,Diesel Delivery,22400.0,
12/22/2024,Payment,Engen,PAY_PINV2115,Payment for PINV2115,,22400.0
12/22/2024,Invoice,Total,PINV2172,Diesel Delivery,18000.0,
12/22/2024,Payment,Engen,PAY_PINV2172,Payment for PINV2172,,18000.0
12/22/2024,Invoice,Total,PINV2085,Diesel Delivery,19050.0,
12/22/2024,Payment,Engen,PAY_PINV2085,Payment for PINV2085,,19050.0
12/22/2024,Invoice,Total,PINV2346,Gasoline Delivery,16650.0,
12/22/2024,Payment,Engen,PAY_PINV2346,Payment for PINV2346,,16650.0
12/22/2024,Invoice,Total,PINV2364,Gasoline Delivery,38700.0,
12/22/2024,Payment,Engen,PAY_PINV2364,Payment for PINV2364,,38700.0
12/23/2024,Invoice,Total,PINV2433,Gasoline Delivery,33900.0,
12/23/2024,Payment,Engen,PAY_PINV2433,Payment for PINV2433,,33900.0
12/23/2024,Invoice,Total,PINV2387,Diesel Delivery,24200.0,
12/23/2024,Payment,Engen,PAY_PINV2387,Payment for PINV2387,,24200.0
12/23/2024,Invoice,Total,PINV2075,Gasoline Delivery,36300.0,
12/23/2024,Payment,Engen,PAY_PINV2075,Payment for PINV2075,,36300.0
12/23/2024,Invoice,Total,PINV2504,Gasoline Delivery,26200.0,
12/23/2024,Payment,Engen,PAY_PINV2504,Payment for PINV2504,,26200.0
12/23/2024,Invoice,Total,PINV2323,Diesel Delivery,19050.0,
12/23/2024,Payment,Engen,PAY_PINV2323,Payment for PINV2323,,19050.0
12/24/2024,Invoice,Total,PINV2431,Diesel Delivery,34800.0,
12/24/2024,Payment,Engen,PAY_PINV2431,Payment for PINV2431,,34800.0
12/24/2024,Invoice,Total,PINV2270,Diesel Delivery,30500.0,
12/24/2024,Payment,Engen,PAY_PINV2270,Payment for PINV2270,,30500.0
12/24/2024,Invoice,Total,PINV2368,Gasoline Delivery,32750.0,
12/24/2024,Payment,Engen,PAY_PINV2368,Payment for PINV2368,,32750.0
12/24/2024,Invoice,Total,PINV2422,Diesel Delivery,30750.0,
12/24/2024,Payment,Engen,PAY_PINV2422,Payment for PINV2422,,30750.0
12/24/2024,Invoice,Total,PINV2307,Diesel Delivery,22400.0,
12/24/2024,Payment,Engen,PAY_PINV2307,Payment for PINV2307,,22400.0
12/24/2024,Invoice,Total,PINV2167,Diesel Delivery,24000.0,
12/24/2024,Payment,Engen,PAY_PINV2167,Payment for PINV2167,,24000.0
12/24/2024,Invoice,Total,PINV2367,Gasoline Delivery,25000.0,
12/24/2024,Payment,Engen,PAY_PINV2367,Payment for PINV2367,,25000.0
12/24/2024,Invoice,Total,PINV2137,Diesel Delivery,28750.0,
12/24/2024,Payment,Engen,PAY_PINV2137,Payment for PINV2137,,28750.0
12/25/2024,Invoice,Total,PINV2434,Diesel Delivery,28750.0,
12/25/2024,Payment,Engen,PAY_PINV2434,Payment for PINV2434,,28750.0
12/25/2024,Invoice,Total,PINV2251,Gasoline Delivery,19350.0,
12/25/2024,Payment,Engen,PAY_PINV2251,Payment for PINV2251,,19350.0
12/25/2024,Invoice,Total,PINV2460,Gasoline Delivery,33500.0,
12/25/2024,Payment,Engen,PAY_PINV2460,Payment for PINV2460,,33500.0
12/25/2024,Invoice,Total,PINV2184,Gasoline Delivery,35100.0,
12/25/2024,Payment,Engen,PAY_PINV2184,Payment for PINV2184,,35100.0
12/25/2024,Invoice,Total,PINV2280,Gasoline Delivery,24800.0,
12/25/2024,Payment,Engen,PAY_PINV2280,Payment for PINV2280,,24800.0
12/25/2024,Invoice,Total,PINV2375,Diesel Delivery,29250.0,
12/25/2024,Payment,Engen,PAY_PINV2375,Payment for PINV2375,,29250.0
12/26/2024,Invoice,Total,PINV2024,Diesel Delivery,35400.0,
12/26/2024,Payment,Engen,PAY_PINV2024,Payment for PINV2024,,35400.0
12/26/2024,Invoice,Total,PINV2263,Gasoline Delivery,18150.0,
12/26/2024,Payment,Engen,PAY_PINV2263,Payment for PINV2263,,18150.0
12/27/2024,Invoice,Total,PINV2106,Diesel Delivery,21600.0,
12/27/2024,Payment,Engen,PAY_PINV2106,Payment for PINV2106,,21600.0
12/27/2024,Invoice,Total,PINV2449,Diesel Delivery,27000.0,
12/27/2024,Payment,Engen,PAY_PINV2449,Payment for PINV2449,,27000.0
12/27/2024,Invoice,Total,PINV2461,Gasoline Delivery,22600.0,
12/27/2024,Payment,Engen,PAY_PINV2461,Payment for PINV2461,,22600.0
12/27/2024,Invoice,Total,PINV2341,Diesel Delivery,30500.0,
12/27/2024,Payment,Engen,PAY_PINV2341,Payment for PINV2341,,30500.0
12/27/2024,Invoice,Total,PINV2335,Diesel Delivery,18750.0,
12/27/2024,Payment,Engen,PAY_PINV2335,Payment for PINV2335,,18750.0
12/27/2024,Invoice,Total,PINV2226,Diesel Delivery,29000.0,
12/27/2024,Payment,Engen,PAY_PINV2226,Payment for PINV2226,,29000.0
12/27/2024,Invoice,Total,PINV2023,Diesel Delivery,34200.0,
12/27/2024,Payment,Engen,PAY_PINV2023,Payment for PINV2023,,34200.0
12/27/2024,Invoice,Total,PINV2127,Gasoline Delivery,31000.0,
12/27/2024,Payment,Engen,PAY_PINV2127,Payment for PINV2127,,31000.0
12/28/2024,Invoice,Total,PINV2279,Gasoline Delivery,18750.0,
12/28/2024,Payment,Engen,PAY_PINV2279,Payment for PINV2279,,18750.0
12/28/2024,Invoice,Total,PINV2114,Diesel Delivery,25600.0,
12/28/2024,Payment,Engen,PAY_PINV2114,Payment for PINV2114,,25600.0
12/28/2024,Invoice,Total,PINV2560,Gasoline Delivery,31750.0,
12/28/2024,Payment,Engen,PAY_PINV2560,Payment for PINV2560,,31750.0
12/28/2024,Invoice,Total,PINV2164,Diesel Delivery,17250.0,
12/28/2024,Payment,Engen,PAY_PINV2164,Payment for PINV2164,,17250.0
12/28/2024,Invoice,Total,PINV2561,Gasoline Delivery,24320.0,
12/28/2024,Payment,Engen,PAY_PINV2561,Payment for PINV2561,,24320.0
12/29/2024,Invoice,Total,PINV2274,Diesel Delivery,18000.0,
12/29/2024,Payment,Engen,PAY_PINV2274,Payment for PINV2274,,18000.0
12/29/2024,Invoice,Total,PINV2425,Gasoline Delivery,39300.0,
12/29/2024,Payment,Engen,PAY_PINV2425,Payment for PINV2425,,39300.0
12/29/2024,Invoice,Total,PINV2193,Gasoline Delivery,24000.0,
12/29/2024,Payment,Engen,PAY_PINV2193,Payment for PINV2193,,24000.0
12/29/2024,Invoice,Total,PINV2521,Gasoline Delivery,18600.0,
12/29/2024,Payment,Engen,PAY_PINV2521,Payment for PINV2521,,18600.0
12/29/2024,Invoice,Total,PINV2099,Gasoline Delivery,31000.0,
12/29/2024,Payment,Engen,PAY_PINV2099,Payment for PINV2099,,31000.0
12/29/2024,Invoice,Total,PINV2040,Gasoline Delivery,30500.0,
12/29/2024,Payment,Engen,PAY_PINV2040,Payment for PINV2040,,30500.0
12/29/2024,Invoice,Total,PINV2103,Diesel Delivery,36900.0,
12/29/2024,Payment,Engen,PAY_PINV2103,Payment for PINV2103,,36900.0
12/29/2024,Invoice,Total,PINV2148,Diesel Delivery,21000.0,
12/29/2024,Payment,Engen,PAY_PINV2148,Payment for PINV2148,,21000.0
12/30/2024,Invoice,Total,PINV2436,Gasoline Delivery,33250.0,
12/30/2024,Payment,Engen,PAY_PINV2436,Payment for PINV2436,,33250.0
12/30/2024,Invoice,Total,PINV2112,Diesel Delivery,38100.0,
12/30/2024,Payment,Engen,PAY_PINV2112,Payment for PINV2112,,38100.0
12/30/2024,Invoice,Total,PINV2054,Gasoline Delivery,37800.0,
12/30/2024,Payment,Engen,PAY_PINV2054,Payment for PINV2054,,37800.0
12/30/2024,Invoice,Total,PINV2554,Gasoline Delivery,19200.0,
12/30/2024,Payment,Engen,PAY_PINV2554,Payment for PINV2554,,19200.0
12/31/2024,Invoice,Total,PINV2326,Diesel Delivery,18150.0,
12/31/2024,Payment,Engen,PAY_PINV2326,Payment for PINV2326,,18150.0
12/31/2024,Invoice,Total,PINV2092,Gasoline Delivery,17850.0,
12/31/2024,Payment,Engen,PAY_PINV2092,Payment for PINV2092,,17850.0
12/31/2024,Invoice,Total,PINV2428,Diesel Delivery,32250.0,
12/31/2024,Payment,Engen,PAY_PINV2428,Payment for PINV2428,,32250.0
12/31/2024,Invoice,Total,PINV2350,Diesel Delivery,19500.0,
12/31/2024,Payment,Engen,PAY_PINV2350,Payment for PINV2350,,19500.0
12/31/2024,Invoice,Total,PINV2138,Gasoline Delivery,26400.0,
12/31/2024,Payment,Engen,PAY_PINV2138,Payment for PINV2138,,26400.0
12/31/2024,Invoice,Total,PINV2291,Gasoline Delivery,24200.0,
12/31/2024,Payment,Engen,PAY_PINV2291,Payment for PINV2291,,24200.0
12/31/2024,Invoice,Total,PINV2448,Gasoline Delivery,22000.0,
12/31/2024,Payment,Engen,PAY_PINV2448,Payment for PINV2448,,22000.0
12/31/2024,Invoice,Total,PINV2128,Diesel Delivery,16050.0,
12/31/2024,Payment,Engen,PAY_PINV2128,Payment for PINV2128,,16050.0
12/31/2024,Invoice,Total,PINV2482,Gasoline Delivery,30250.0,
12/31/2024,Payment,Engen,PAY_PINV2482,Payment for PINV2482,,30250.0
